step,train_loss,val_loss,lr,grad_norm
55000,0.138245,,1.00e-04,0.2744
55100,0.131004,,1.00e-04,0.3336
55200,0.094671,,1.00e-04,0.3186
55300,0.127254,,1.00e-04,0.3497
55400,0.140967,,1.00e-04,0.3117
55500,0.132623,,1.00e-04,0.3740
55600,0.129128,,1.00e-04,0.3279
55700,0.108596,,1.00e-04,0.3603
55800,0.134184,,1.00e-04,0.2890
55900,0.126013,,1.00e-04,0.3794
56000,0.103147,,1.00e-04,0.4291
56000,,0.147520,,
56100,0.107842,,1.00e-04,0.3081
56200,0.081261,,1.00e-04,0.4399
56300,0.155068,,1.00e-04,0.3247
56400,0.085961,,1.00e-04,0.3498
56500,0.106311,,1.00e-04,0.3925
56600,0.140100,,1.00e-04,0.2598
56700,0.155186,,1.00e-04,0.2911
56800,0.126995,,1.00e-04,0.3658
56900,0.120212,,1.00e-04,0.3994
57000,0.110720,,1.00e-04,0.3003
57100,0.124191,,1.00e-04,0.3691
57200,0.094836,,1.00e-04,0.3644
57300,0.153744,,1.00e-04,0.3719
57400,0.117848,,1.00e-04,0.3652
57500,0.116034,,1.00e-04,0.3695
57600,0.102502,,1.00e-04,0.3947
57700,0.102725,,1.00e-04,0.2892
57800,0.152858,,1.00e-04,0.3206
57900,0.105171,,1.00e-04,0.2850
58000,0.135712,,1.00e-04,0.3327
58000,,0.129344,,
58100,0.106004,,1.00e-04,0.4093
58200,0.112156,,1.00e-04,0.3731
58300,0.109211,,1.00e-04,0.3621
58400,0.092223,,1.00e-04,0.2984
58500,0.124459,,1.00e-04,0.3447
58600,0.151149,,1.00e-04,0.3638
58700,0.130605,,1.00e-04,0.3136
58800,0.139491,,1.00e-04,0.3392
58900,0.107275,,1.00e-04,0.2935
59000,0.115688,,1.00e-04,0.3369
59100,0.155695,,1.00e-04,0.3374
59200,0.123192,,1.00e-04,0.3298
59300,0.133465,,1.00e-04,0.3248
59400,0.082299,,1.00e-04,0.2919
59500,0.099191,,1.00e-04,0.3646
59600,0.105962,,1.00e-04,0.3752
59700,0.113440,,1.00e-04,0.2714
59800,0.101705,,1.00e-04,0.3372
59900,0.113550,,1.00e-04,0.3215
60000,0.125886,,1.00e-04,0.4072
60000,,0.141688,,
60100,0.111996,,1.00e-04,0.3777
60200,0.105344,,1.00e-04,0.3403
60300,0.110775,,1.00e-04,0.3437
60400,0.098466,,1.00e-04,0.4002
60500,0.135045,,1.00e-04,0.3554
60600,0.121858,,1.00e-04,0.3181
